Filename,Lead ID,Lead Name,DateTime,Veredito,Observações,Critical,Timeline
"00d39d37-4d37-44c3-b02b-76bf91c3e126.png","#2459","índia","domingo 08:46-08:52","Divergente","O terceiro balão das 08:47 excede o limite de 3 frases, agrupando detalhes do plano, regras de pagamento e fechamento em um único bloco.",false,"08:47: Single bubble exceeds 3 sentences (features + payment info + question)"
"0c7732ca-ad7e-4e98-b05e-5e6ce99c5939 copy.png","#2559",".","Unknown 14:36-14:38","Aprovado","Atendimento exemplar: mensagens curtas e separadas por balões, menção correta ao cartão de crédito e ausência de links prematuros.",false,"—"
"0c7732ca-ad7e-4e98-b05e-5e6ce99c5939.png","#2559","Unknown","Hoje 14:36-14:38","Aprovado","Automação seguiu todos os critérios: mensagens curtas, separação visual correta, ausência de PIX para planos e resposta contextualizada à saúde.",false,"—"
"0e25afbc-0ae1-4b39-ac22-85696d9b38b4.png","#2459","índia","Unknown 09:54-10:06","Divergente","Link mencionado/enviado sem intenção de compra e repetição de mensagens idênticas (looping) no bloco das 10:06.",false,"10:06: Bot afirma ter enviado o link de matrícula sem que o lead tenha manifestado intenção clara de compra. | 10:06: Repetição de mensagem idêntica no mesmo bloco de resposta (falha de fluxo/looping)."
"1d0e2d9d-4a31-4afd-93de-f7a1f65d57df.png","#2559",".","Unknown 14:38-14:42","Divergente","Ausência da explicação da regra de cancelamento (90/30 dias) durante a apresentação dos planos na etapa de pré-venda.",false,"14:38: Bot apresentou os planos mas não explicou a regra de cancelamento de 90/30 dias conforme exigido para dúvidas de pré-venda."
"37844a5c-9b89-4ce4-8e48-6f077f427c43.png","#2556","Vicky Saccoletto","Unknown 15:16-16:01","Aprovado","O bot seguiu todos os protocolos de conformidade, incluindo separação de balões, tratamento de TotalPass e ausência de links sem intenção.",false,"—"
"8f65465c-dc09-4729-9ff5-884e43b47544.png","#2556","Vicky Saccoletto","segunda-feira 15:12-15:16","Aprovado","O bot seguiu todas as normas: balões separados corretamente, tom adequado, e orientação correta sobre TotalPass e restrições médicas.",false,"—"
"9429cd4c-9a6f-4fc5-b5a9-61e02f03c3a5.png","#2459","índia","Unknown 08:55-10:05","Aprovado","O bot seguiu todas as regras: separação de balões correta, limite de frases respeitado e informações de pagamento condizentes com as normas.",false,"—"
"968250dd-a118-4638-8172-1a670c1fdea7.png","#2558","biiaa 🥰","Hoje 11:24-11:31","Aprovado","O bot seguiu as regras de separação de balões para os planos e respeitou o limite de sentenças por mensagem. Sem links ou métodos PIX detectados.",false,"—"
"eb532baa-a908-43f8-8d65-2fa3d2ad85f9.png","#2459","índia","02/02/2026 23:39-23:50","Aprovado","O bot seguiu todos os protocolos: mensagens curtas, separação visual correta, sem menção a PIX/Débito para planos e sem envio de links prematuros.",false,"—"
"ff56e9ec-27ab-4da2-9f79-da30a4d17c5d.png","#2558","biiaa 🥰","Unknown 11:34-12:10","Aprovado","Atendimento em conformidade. Mensagens curtas, separação visual correta e sem menção a métodos de pagamento proibidos.",false,"—"
